Classificacao;Tweet Tratado;Tweet Original
no;['sr', 'sergio', 'moro', 'crie', 'comissao', 'magistrados', 'corajosos', 'p', 'apurar', 'crimes', 'medo'];'Sr Sergio moro crie uma comissao de magistrados corajosos p apurar crimes sem medo'
no;['e', 'fim', 'desisto', 'pais'];'E o fim Desisto do meu pais '
no;['esse', 'modelo', 'enem', 'enganar', 'povo', 'pensa', 'vai', 'entra', 'faculdadeentra', 'uns', 'poucos', 'resto', 'tudo', 'fraude'];'Esse modelo de Enem e enganar o povo que pensa que vai entra na faculdadeentra uns poucos o resto e tudo fraude'
no;['e', 'ainda', 'reclamam', 'so', 'ha', 'corrupcao', 'brasil'];'E ainda reclamam que so ha corrupcao no Brasil '
no;['talvez', 'luiz', 'vc', 'nao', 'bom', 'bastante', 'tirar', 'nota', 'boa', 'fica', 'mimi', 'entrei', 'atraves', 'enem', 'to', 'boa', 'estudando', 'nenhuma', 'conspiracao', 'kk'];'Talvez Luiz vc nao seja bom o bastante para tirar uma nota boa e fica de mimi eu entrei atraves do ENEM e to de boa estudando sem nenhuma conspiracao kk'
no;['eu', 'ocupacao', 'escola', 'sai', 'pra', 'fazer', 'enem', 'sou', 'esperto'];'Eu estava na ocupacao de escola e sai pra fazer o ENEM Sou esperto '
no;['esse', 'apenas', 'fraude', 'certamente', 'deve', 'ter', 'outros', 'tantos', 'fraudam', 'ninguem', 'nunca', 'sabera', 'alias', 'pais', 'historicamente', 'ja', 'grande', 'fraude'];'Esse foi apenas mais uma fraude Certamente deve ter outros tantos que fraudam e ninguem nunca sabera Alias esse pais historicamente ja e uma grande fraude'
no;['corrupcao', 'corrupcao', 'em', 'todas', 'areas', 'brasil', 'sabe', 'acontece', 'corruptos', 'nada'];'Corrupcao e mais corrupcao Em todas as areas no Brasil Sabe o que acontece com corruptos NADA'
yes;['vontade', 'aipim', 'rbbbbbbb'];'da vontade de por um aipim no rbbbbbbb'
no;['cade', 'sergio', 'moro', 'podia', 'pegar', 'sobremesa'];'Cade Sergio moro podia pegar essa de sobremesa '
no;['engracado', 'fraudes', 'comeca', 'nonpoder', 'brasilia'];'Engracado as fraudes  comeca  nonpoder de Brasilia '
no;['me', 'diga', 'acao', 'publica', 'nao', 'fraudes', 'neste', 'pais', 'a', 'desconfianca', 'tao', 'grande', 'fico', 'querendo', 'saber', 'pessoa', 'forro', 'privilegiado', 'traz', 'deste', 'esquema'];'Me diga uma acao publica que nao tem fraudes neste pais A desconfianca e tao grande que fico querendo saber que e a pessoa de forro privilegiado que esta por traz deste esquema'
no;['quando', 'esquerda', 'mentir', 'sera', 'melhor', 'brasil', 'assim', 'nao', 'vao', 'eleger', 'ninguem'];'Quando mais a esquerda mentir sera melhor para o Brasil assim nao vao eleger ninguem em '
no;['edmond', 'antes', 'julgar', 'comentarios', 'tal', 'vc', 'tentar', 'saber', 'verdade', 'projeto', 'lei', 'tratava', 'reformas', 'previdencia', 'barrado', 'oposicao', 'epoca', 'acaso', 'golpe', 'destino', 'hoje', 'governo'];'Edmond antes de julgar comentarios  que tal vc tentar saber a verdade o projeto de lei   tratava de reformas da previdencia e foi barrado pela oposicao na epoca que por acaso ou golpe do destino hoje e governo'
no;['esperarnao', 'adianta', 'perguntareles', 'nao', 'vao', 'falar', 'milhoes', 'srra'];'era de se esperarnao adianta perguntareles nao vao falar dos  milhoes do srra'
no;['cite', 'amigo', 'esquerdopata', 'uma', 'linha', 'onde', 'defendo', 'quem', 'quer', 'que', 'seja', 'uma', 'so'];'Cite amigo esquerdopata UMA LINHA ONDE DEFENDO QUEM QUER QUE SEJA UMA SO'
no;['tudo', 'defendo', 'aqui', 'imperio', 'leis', 'todos', 'note', 'sempre', 'grifo', 'todos', 'paguem', 'mal', 'feitos', 'o', 'nao', 'tolero', 'hipocrisia', 'mentiras', 'descabidas', 'esquerda', 'incluo', 'psdb', 'mim', 'esquerda', 'e', 'entendo', 'intolerante', 'esquerda', 'lha', 'defendendo', 'bandidos', 'estimacao', 'atacando', 'outros', 'sao', 'pequenas', 'causas', 'hipocrisia', 'aqui', 'nao'];'Tudo o que defendo aqui e o imperio das leis e TODOS e note que sempre grifo o todos paguem pelos seus mal feitos O que nao tolero e a hipocrisia e as mentiras descabidas da esquerda incluo o PSDB que para mim e muito a esquerda E entendo intolerante esses esquerda lha defendendo os bandidos de estimacao mas atacando os outros que sao pequenas causas Hipocrisia aqui nao'
no;['se', 'contra', 'brasil', 'nao', 'sei', 'contra', 'pec', 'maligna', 'draconiana', 'sempre'];'Se e contra o Brasil nao sei mas contra essa PEC maligna e draconiana eu sou e serei sempre'
no;['entendam', 'causa', 'principal', 'tudo', 'acontecendo', 'politica', 'reflexos', 'negativos', 'economia', 'obra', 'populismo', 'anos', 'desgovernanca', 'so', 'somente', 'plano', 'governo', 'se', 'perpetuar', 'poder', 'qualquer', 'custo'];'Entendam que a causa principal de tudo o que esta acontecendo na politica e com reflexos negativos na economia e obra do populismo que quando em seus  anos de desgovernanca so tinha um e somente um plano de governo Se perpetuar no poder a qualquer custo'
no;['derrotada', 'urnas', 'gostaria', 'saber'];'Derrotada nas urnas Gostaria de saber mais'
no;['derrotada', 'urnas', 'urnas', 'ahahahh', 'ate', 'onde', 'ganharam', 'perderam', 'pra', 'votonulo', 'ahahahh'];'DERROTADA nas Urnas em que urnas ahahahh ate onde ganharam perderam pra votonulo ahahahh'
no;['nao', 'derrotados', 'urnas', 'foram', 'varridos', 'e', 'sabem', 'disso', 'hehehehe'];'Nao foram derrotados nas urnas FORAM VARRIDOS E eles sabem disso hehehehe'
no;['exercicio', 'logica', 'elementar', 'se', 'psdb', 'ganhou', 'maioria', 'cidades', 'grande', 'vencedor', 'eleicoes', 'supostamenteb', 'perdeu', 'votos', 'nulos', 'imagina', 'vermelhos', 'kkkkkk', 'foram', 'varridos', 'em', 'sp', 'entaoprimeiro', 'turno', 'um', 'passeio'];'Exercicio de logica elementar Se o PSDB que ganhou a maioria das cidades e foi o grande vencedor das eleicoes supostamenteb perdeu para os votos nulos imagina os vermelhos kkkkkk FORAM VARRIDOS Em SP entaoPrimeiro turno Um passeio'
no;['rindo', 'cara', 'desconto', 'aposentadoria', 'troco', 'apoiar', 'golpista', 'ahahahah'];'rindo da sua cara com  de desconto na aposentadoria e o seu troco por apoiar golpista ahahahah'
no;['quem', 'apoia', 'ladrao'];'Quem apoia ladrao'
no;['to', 'dizendo', 'globo', 'fez', 'sergio', 'moro', 'fez', 'boca', 'urnaeles', 'estao', 'apagando', 'mensagens'];'to dizendo que a globo fez e o sergio moro fez boca de urnaeles estao apagando as mensagens'
no;['nilsa', 'amaral', 'sei', 'a', 'temer', 'morte', 'mais', 'prolongada', 'anos'];'Nilsa Amaral eu sei A do  TEMER tem MORTE MAIS PROLONGADA  ANOS '
yes;['mauro', 'dementekkkkkkquem', 'ta', 'lutando', 'poder', 'sao', 'voces', 'apoiando', 'bandidos', 'poder'];'Mauro e dementekkkkkkquem ta lutando por poder sao voces apoiando bandidos no poder'
yes;['felizmente', 'extirpamos', 'projeto', 'defoder', 'povo', 'cleptorrupto'];'Felizmente extirpamos o ProjeTo defoder o povo dos clePTorruPTo'
no;['antes', 'tao', 'ameacadores', 'cleptorrupto', 'agora', 'verdadeiras', 'corsas', 'veadinhos', 'mansinhos', 'so', 'mimimi'];'Antes tao AMEACADORES esses  clePTorruPTo agora verdadeiras corsas veadinhos mansinhos so com mimimi'
no;['sempre', 'os', 'mesmos', 'nao', 'bastou', 'afundarem', 'o', 'brasil', 'e', 'querem', 'mais'];'SEMPRE OS MESMOS NAO BASTOU AFUNDAREM O BRASIL E QUEREM MAIS'
no;['pois', 'qualificou', 'investiu', 'pesado', 'pf', 'uns', 'acham', 'unico', 'culpadosp', 'ta', 'falta', 'policial', 'civil', 'pm', 'paulista', 'acham', 'kkkkkkkkkkkkk'];'Pois e Qualificou e investiu pesado na PF e uns acham que e unico culpadoSP ta com falta de policial civil e PM e os paulista se acham kkkkkkkkkkkkk'
no;['a', 'economia', 'casa', 'empresa', 'diferente', 'economia', 'pais', 'empresa', 'pode', 'corta', 'gasto', 'bem', 'facilmente', 'governo', 'corta', 'gastos', 'gera', 'desemprego', 'queda', 'economia', 'john', 'maynad', 'keynes', 'todos', 'defendem', 'gasto', 'responsabilidade', 'agora', 'cortar', 'gastos', 'educacao', 'saude', 'nao'];'A economia de uma casa ou empresa e diferente da economia de um pais uma empresa pode corta gasto bem mais facilmente mas seu o governo corta gastos gera desemprego e queda da economia John Maynad Keynes  Todos defendem gasto com responsabilidade agora cortar gastos de educacao e saude que nao '
no;['eles', 'torcem', 'quanto', 'pior', 'melhor'];'Eles torcem quanto pior melhor'
no;['pois', 'la', 'nao', 'fizeram', 'nada', 'bom', 'alem', 'distribuir', 'dinheiro', 'disfarcado', 'bolsa', 'familia', 'outras', 'coisas', 'nesse', 'sentido', 'educacao', 'otima', 'saude', 'otima', 'ja', 'melhor', 'distribuir', 'dinheiro'];'pois e quando estavam la nao fizeram nada de bom alem de distribuir dinheiro disfarcado de bolsa familia e outras coisas nesse sentido Educacao  Otima Saude Otima  isso ja  melhor do que distribuir dinheiro '
no;['grande', 'vencedor', 'urnas', 'votos', 'brancos', 'nulos', 'recado', 'dado', 'todos', 'partidos', 'inclusive', 'direita', 'viram', 'coxinhada'];'o grande vencedor das  urnas foram os votos brancos nulos o recado foi dado a todos os partidos inclusive os de  direita  viram coxinhada '
no;['aceita', 'boquinha', 'acabou', 'doi', 'menos', 'vermelho', 'so', 'ketchup'];'Aceita que a boquinha acabou doi menos  Vermelho so o ketchup'
no;['essa', 'boa', 'alguns', 'politicos', 'peco', 'possivel', 'informe', 'bons', 'politicos', 'kkkkk'];'Essa e boa com alguns politicos  peco se possivel informe os bons politicos kkkkk'
no;['alvaro', 'a', 'arma', 'voto', 'o', 'problema', 'povo', 'maioria', 'nao', 'instrucao', 'nao', 'estudou', 'historia', 'brasil'];'Alvaro e isso   A nossa arma e o voto  O problema e que o povo na sua maioria nao tem instrucao Nao estudou a historia do Brasil'
no;['nao', 'importa', 'partido', 'bandidagem', 'sistemica', 'enquanto', 'ficarmos', 'discutindo', 'pardidarismo', 'comporativismo', 'combate', 'corrupcao', 'sempre', 'sera', 'velado', 'forro', 'privilegiado', 'pais', 'alto', 'nivel', 'corrupcao', 'afronta', 'etica', 'moral'];'nao importa de qual partido e a bandidagem e sistemica Enquanto ficarmos discutindo pardidarismo e comporativismo o combate a corrupcao sempre sera velado Forro privilegiado em pais com alto nivel de corrupcao e uma afronta a etica e a moral'
no;['assinaturas', 'maioria', 'laranjas', 'resto', 'nao', 'sabe', 'assinou'];'o que  assinaturas a maioria de laranjas o resto nao sabe nem por que assinou'
no;['depois', 'russia', 'montar', 'base', 'venezuela', 'problema', 'vai', 'passar'];'Depois que a Russia montar uma base na Venezuela o problema vai passar para eles'
no;['teve', 'hora', 'nao', 'conseguiu', 'resposta', 'claro', 'nao', 'existe'];'Teve uma hora e nao conseguiu a resposta Claro ela nao existe'
no;['teve', 'hora', 'responder', 'nao', 'achou', 'nada', 'claro', 'nao', 'existe', 'ditadura', 'eficiente'];'Teve uma hora para responder e nao achou nada Claro  nao existe ditadura eficiente'
no;['melhor', 'ditadura', 'militar', 'do', 'que', 'ditadura', 'de', 'esquerda'];'MELHOR DITADURA MILITAR  DO QUE DITADURA DE ESQUERDA'
no;['kkkkk', 'aqui', 'so', 'ze', 'mane', 'ta', 'guerra', 'fria', 'ate', 'hoje'];'kkkkk aqui so tem ze mane que ta na guerra fria ate hoje'
no;['a', 'historia', 'ensina', 'a', 'precaver', 'futuro', 'a', 'prova', 'a', 'venezuela', 'ainda', 'estao', 'fazendo', 'vitimas', 'impor', 'ideologia', 'genocida'];'A historia nos ensina A se precaver do futuro A prova A Venezuela ainda estao fazendo vitimas para impor a ideologia genocida'
no;['apos', 'quatro', 'horas', 'nao', 'conseguiram', 'encontrar', 'exemplo', 'sequer', 'ditadura', 'paises', 'desenvolvidos', 'porque', 'sera'];'Apos quatro horas nao conseguiram encontrar um exemplo sequer de ditadura em paises desenvolvidos porque sera'
no;['realmente', 'brasil', 'muda', 'situacao', 'nao', 'nunca', 'saira', 'desse', 'mar', 'lama'];'realmente  mais o brasil  tem que muda essa situacao  se nao   nunca saira desse  mar de lama  '
no;['marcos', 'brasil', 'nao', 'ditadura', 'militar', 'governo', 'militar', 'pois', 'varias', 'medidas', 'reerguer', 'pais', 'povo', 'posso', 'citar', 'criacao', 'fgtsembrafilme', 'embraer', 'bnh', 'hidreletricas', 'eleicoes', 'diretas', 'governador', 'deputados', 'ta', 'bom', 'pra', 'voce'];'Marcos no Brasil nao houve ditadura militar houve governo militar pois entre as varias medidas para reerguer o pais e o povo posso te citar criacao do fgtsembrafilme embraer bnh   hidreletricas eleicoes diretas para governador e deputados Ta bom pra voce'
no;['a', 'china', 'possui', 'ditadura', 'maiores', 'economias', 'mundo', 'marcos'];'A China possui uma ditadura e e uma das maiores economias do mundo Marcos'
no;['o', 'brasil', 'tambem', 'maiores', 'economias', 'mundo', 'desenvolvido'];'O Brasil tambem e uma das maiores economias do mundo e nem por isto e desenvolvido'
yes;['enfia', 'kit', 'cut'];'enfia o kit no teu cut'
no;['globo', 'sergio', 'moro', 'fizeram', 'boca', 'urna', 'nessas', 'eleicoes'];'globo e sergio moro fizeram boca de urna nessas eleicoes'
no;['voces', 'acham', 'alguem', 'votara', 'direita', 'pec', 'jogar', 'brasil', 'grupo', 'nigeria'];'voces acham mesmo que alguem votara na direita depois da PEC  jogar o Brasil em grupo da Nigeria '
no;['dl', 'sei', 'melhor', 'nigeria', 'venezeruela'];'dl nem sei o que e melhor Nigeria ou venezeruela'
yes;['teucuquente', 'porem', 'continua', 'dando', 'adoidado'];'o teucuquente porem continua dando adoidado'
no;['o', 'oposicao', 'conseguindo', 'atrair', 'si', 'proximos', 'odio', 'eleitores'];'O que esta OPOSICAO esta conseguindo e atrair para si e para os proximos e o odio dos eleitores '
no;['ainda', 'bem', 'murilo', 'temos', 'terminar', 'faxina', 'limpar', 'pais', 'esquerda', 'lha', 'urgente'];'Ainda bem Murilo Temos de terminar a faxina e limpar o pais da esquerda lha Urgente'
no;['sao', 'agitadores', 'so', 'sabem', 'fazer', 'ha', 'tempo', 'ainda', 'sabem', 'tambem', 'roubar'];'Sao mesmo agitadores e so o que sabem fazer ha a tempo ainda sabem tambem roubar'
no;['concordo', 'plenamente', 'so', 'sabem', 'fazer', 'quando', 'tentaram', 'governar', 'deu', 'deu'];'Concordo plenamente e so o que sabem fazer Quando tentaram governar deu no que deu'
no;['oposicao', 'governo', 'governa', 'apenas', 'aelite'];'Oposicao a um governo que governa APENAS para aELITE '
no;['marcos', 'achava', 'politica', 'ferramenta', 'transformacao', 'quato', 'engano'];'marcos e eu que achava que politica era  uma ferramenta de transformacao quato engano'
no;['partido', 'chamado', 'p', 't', 'p', 'sol', 'sao', 'doenca', 'pra', 'nacao', 'enfermo'];'esse partido chamado P T e esse P Sol sao uma doenca pra nossa nacao um enfermo'
yes;['coisas', 'gentinha', 'estao', 'sempre', 'fedendo', 'mortadela', 'podre', 'nao', 'tomam', 'banho'];'Coisas de gentinha estao sempre fedendo a mortadela podre e nao tomam banho'
no;['esse', 'povo', 'nao', 'ai', 'pro', 'brasil', 'so', 'querem', 'ser', 'contra'];'Esse povo nao esta nem ai pro Brasil so querem ser contra'
no;['acabara', 'forro', 'privilegiado', 'dai', 'quero', 'ver', 'ministro', 'stf', 'livrar', 'cara', 'deste', 'povo'];'em  acabara o forro privilegiado dai quero ver ministro do STF livrar a cara deste povo'
no;['a', 'esquerda', 'segue', 'passos', 'largos', 'rumo', 'quase', 'extincao', 'continuem', 'assim'];'A esquerda segue a passos largos rumo a quase extincao Continuem assim'
no;['pesquise', 'e', 'participe', 'consulta', 'publica', 'pec'];'PESQUISE E PARTICIPE Consulta Publica  PEC '
no;['estamos', 'pertinhos', 'de', 'um', 'milhao', 'de', 'participantes', 'acorda', 'brasil'];'ESTAMOS PERTINHOS DE UM MILHAO DE PARTICIPANTES ACORDA BRASIL'
no;['continuam', 'espalhando', 'mesmas', 'mentiras', 'sempre'];'Continuam espalhando as mesmas mentiras de sempre'
no;['voltaram', 'so', 'fazer', 'senpre', 'fizerem', 'sao', 'defensores', 'povo', 'lamentavel'];'Voltaram so a fazer o que senpre fizerem Sao os defensores do povo lamentavel '
no;['quebraram', 'pais', 'ainda', 'tentam', 'boicotar', 'quer', 'trabalhar'];'quebraram o pais e ainda tentam boicotar quem quer trabalhar'
no;['boicotaram', 'governo', 'eleito', 'anos', 'sao', 'golpistas', 'nao', 'querem', 'oposicao', 'ahahahh', 'fazme', 'rir'];'BOICOTARAM um governo eleito por  anos SAO GOLPISTAS e nao querem oposicao ahahahh fazme rir'
no;['pesquise', 'e', 'participe', 'consulta', 'publica', 'pec'];'PESQUISE E PARTICIPE Consulta Publica  PEC '
no;['estamos', 'pertinhos', 'de', 'um', 'milhao', 'de', 'participantes', 'acorda', 'brasil'];'ESTAMOS PERTINHOS DE UM MILHAO DE PARTICIPANTES ACORDA BRASIL'
no;['esperem', 'grupo', 'mal', 'proximas', 'eleicoes', 'vao', 'chegar', 'fim'];'Esperem que esse  grupo do mal  nas proximas eleicoes vao  chegar ao fim'
no;['rodrigo', 'nao', 'bagunce', 'ideias', 'uma', 'coisa', 'coisa', 'outra', 'coisa', 'outra', 'coisa'];'Rodrigo nao bagunce as ideias Uma coisa e uma coisa e outra coisa e outra coisa '
no;['vamos', 'lutar', 'direitos', 'conquistados', 'tantas', 'lutas'];'Vamos lutar muito pelos nossos direitos conquistados com tantas lutas '
no;['ta', 'animadinho', 'porque', 'rapaz', 'aposentadoria', 'descontada', 'em', 'vai', 'pegar', 'seu', 'vovo', 'tambem', 'ahahahah'];'TA animadinho porque rapaz APOSENTADORIA DESCONTADA EM  VAI PEGAR SEU VOVO TAMBEM AHAHAHAH'
yes;['essa', 'corrupta', 'terrorista', 'apresenta', 'ameaca', 'honesto', 'povo', 'uruguaio'];'Essa corrupta terrorista apresenta uma ameaca ao honesto povo Uruguaio'
no;['mulher', 'destruiu', 'petrobras', 'destruiu', 'economia', 'enriqueceu', 'custas'];'uma mulher que destruiu a Petrobras destruiu a economia e enriqueceu as nossas custas'
no;['pelo', 'menos', 'esquerda', 'uruguaia', 'nao', 'roubou', 'mojica', 'ainda', 'ta', 'fusca'];'Pelo menos a esquerda uruguaia Nao roubou o mojica ainda ta de fusca'
no;['esta', 'vendo', 'possibilidade', 'asilo', 'politico', 'ja', 'breve', 'recebera', 'ordem', 'prisao'];'Esta vendo a possibilidade de asilo politico ja que em breve recebera ordem de prisao'
no;['isso', 'nao', 'pensado', 'nisso', 'hipotese', 'plausivel'];'Isso mesmo Nao tinha pensado nisso mas e uma hipotese plausivel'
no;['deve', 'estar', 'verificando', 'possibilidade', 'asilo', 'lu'];'Deve estar verificando a possibilidade de asilo para o Lu'
no;['o', 'asilo', 'pra', 'nao', 'ai', 'excompanheiro', 'palanque'];'O asilo e pra ela mesmo ela nao esta nem ai para excompanheiro de palanque'
no;['mas', 'nao', 'vai', 'ter', 'tupamaro', 'ja', 'tirado', 'poder', 'aki', 'nao', 'forma'];'Mas nao vai ter um tupamaro ja foi tirado do poder ela aki nao forma'
yes;['essa', 'anta', 'incompetenta', 'ainda', 'solta'];'Essa anta incompetenta  ainda esta solta'
no;['ta', 'solta', 'ja', 'invadimos', 'fortaleza', 'daqui', 'pouco', 'novelina', 'sai', 'ar'];'ta solta e nos ja invadimos fortaleza daqui a pouco sua novelina sai fora do ar'
yes;['esse', 'mortadela', 'ja', 'bebeu', 'tanta', 'cachaca', 'q', 'nao', 'falando', 'coisa', 'coisa'];'Esse mortadela ja bebeu tanta cachaca q nao esta falando coisa com coisa '
yes;['temer', 'ta', 'bem', 'pra', 'caramba', 'ne', 'trouxinha'];'Temer ta bem pra caramba ne  Trouxinha'
no;['fafa', 'daqueles', 'alunos', 'zuados', 'escola', 'paga', 'revoltadinho', 'internet'];'fafa e daqueles  alunos que eram zuados na escola por isso paga de revoltadinho na internet '
no;['o', 'pentateuto', 'nome', 'estranho', 'acredite', 'sua', 'capacidade', 'discernir', 'ainda', 'pode', 'ser', 'resgatada'];'O Pentateuto que nome estranho acredite Sua capacidade de discernir ainda pode ser resgatada'
no;['pena', 'linha', 'reportagem', 'devo', 'ter', 'pulado'];'pena qual linha esta na reportagem que devo ter pulado essa'
no;['obrigado', 'sei', 'sim', 'so', 'nao', 'quero', 'nao', 'perfeito', 'esqueco', 'vezes', 'rs'];'sou obrigado sei sim so nao quero nao sou perfeito esqueco as vezes rs '
no;['isso', 'mao', 'nessa', 'foto', 'acaso', 'baseado'];'Isso que esta na mao dela nessa foto por acaso e um baseado '
no;['deve', 'ser', 'ela', 'nao', 'iria', 'desrespeitar', 'fidel', 'fumando', 'charuto', 'uruguai'];'Deve ser Ela nao iria desrespeitar o Fidel fumando um charuto no Uruguai'
no;['se', 'uruguaios', 'conversa', 'vai', 'acabar', 'falir', 'tambem'];'Se os Uruguaios for na conversa dela vai acabar de falir tambem'
no;['ela', 'ganhou', 'oreo', 'tabare', 'milenar', 'ritual', 'esquerdista', 'oferecendo', 'vento'];'Ela ganhou um Oreo do  Tabare e num milenar ritual esquerdista esta oferecendo ao vento '
no;['pena', 'ainda', 'existam', 'vermelhos', 'espalhados', 'pais', 'quer', 'dizer', 'mundo'];'Pena que ainda existam vermelhos espalhados no pais quer dizer no mundo'
yes;['sabe', 'onde', 'dedo', 'falta', 'socado', 'mae', 'kkkkkk'];'Sabe onde esta o dedo que falta Socado na sua mae kkkkkk'
yes;['vai', 'ser', 'dificil', 'ha', 'anos', 'ceu', 'ta', 'zona'];'Vai ser dificil a minha ha anos esta no ceu a sua ta na zona'
yes;['se', 'coisa', 'ficar', 'semana', 'la', 'uruguai', 'entra', 'recessao'];'Se essa coisa ficar mais uma semana  la o Uruguai entra em recessao'
no;['ja', 'tendo', 'cuidado', 'peso', 'vai', 'pesar', 'sobre', 'real'];'Ja estamos tendo este cuidado o peso vai pesar sobre o real dela'
yes;['nao', 'estao', 'nao', 'senao', 'recrutariam', 'a', 'tua', 'mae', 'seu', 'verme'];'NAO ESTAO NAO SENAO RECRUTARIAM A TUA MAE SEU VERME'
no;['to', 'sentido', 'defensores', 'bandido', 'perto', 'fui'];'To sentido que tem defensores de bandido por perto FUI'
yes;['um', 'es', 'cro', 'to', 'desses', 'e', 'verme', 'mesmo'];'UM ES CRO TO DESSES E VERME MESMO'
yes;['sabe', 'ela', 'qsf'];'sabe o que ela tem mais que nos Ela tem mais e QSF'
no;['e', 'defenestrada', 'povo', 'nao', 'aceita', 'insulto'];'E foi defenestrada pelo mesmo povo que nao aceita insulto '
no;['lamentavel', 'garanto', 'voto', 'luiz', 'inacio', 'messias', 'silva'];'Lamentavel mais eu garanto que em  meu voto e do Luiz Inacio Messias da Silva'
no;['e', 'nao', 'volte', 'la', 'damos', 'presente', 'pros', 'uruguaios'];'E que nao volte de la Damos de presente pros uruguaios'
no;['brasil', 'ta', 'quebrado', 'temer', 'emprestando', 'bilhoes', 'fmi'];'o Brasil ta quebrado e temer esta emprestando  bilhoes ao FMI'
no;['bom', 'doar', 'bilhoes', 'u', 'vizinhanca', 'agora', 'colher', 'dividendos'];'muito bom depois de doar bilhoes de U na vizinhanca agora foi colher dividendos'
no;['estao', 'perdidinhos', 'nem', 'anotaram', 'placa', 'caminhao', 'atropelou', 'petebada', 'outubro'];'Estao perdidinhos Nem anotaram a placa do caminhao que atropelou a petebada em outubro'
yes;['foi', 'recebida', 'capim', 'agua', 'fresca'];'Foi recebida com  muito  capim e agua  fresca   '
yes;['aproveita', 'deixa', 'capivara', 'ai'];'Aproveita e deixa essa capivara por ai'
yes;['que', 'fique', 'la', 'anta'];'Que fique por la essa ANTA'
no;['o', 'uruguai', 'vez', 'ira', 'receber', 'escoria', 'brasil'];'O Uruguai mais uma vez ira receber a escoria do Brasil'
no;['aqu', 'nao', 'lugar', 'carne', 'pescoco', 'povo', 'gosta', 'so', 'picanha', 'parrilla'];'aqu nao tem lugar para carne de pescoco o povo gosta so de picanha na parrilla'
no;['comunista', 'fazendo', 'ato', 'democracia', 'democracia', 'vermelha'];'Comunista fazendo ato por democracia Democracia vermelha'
no;['nao', 'veia', 'ta', 'segurando', 'cigarrinho', 'maconha'];'Nao e que a veia ta segurando um cigarrinho de maconha mesmo '
no;['nao', 'e', 'maconha', 'e', 'canabis', 'seja', 'mais', 'elegante', 'neste', 'caite'];'NAO E MACONHA    E CANABIS  SEJA MAIS ELEGANTE  NESTE CAITE'
no;['batata', 'ta', 'assando', 'ja', 'fazendo', 'plano', 'fuga'];'a batata dela ta assando e ja fazendo plano de fuga'
no;['estamos', 'exportando', 'mortadela', 'essa', 'fica', 'graca'];'Estamos exportando mortadela Essa fica de graca  '
no;['isso', 'nao', 'forca', 'falta', 'senso', 'ridiculo'];'Isso nao e forca e falta de senso de ridiculo mesmo'
no;['ja', 'terceira', 'vez', 'comento', 'aqui', 'por', 'sera', 'comentarios', 'sao', 'censurados'];'ja e a terceira vez que comento aqui Por que sera que meus comentarios sao censurados'
no;['porque', 'robozinho', 'fica', 'buscando', 'q', 'nao', 'deve', 'pra', 'censurar', 'q', 'precisa', 'nao', 'elimina'];'Porque este robozinho fica buscando o q nao deve pra censurar o q precisa ele nao elimina'
no;['depois', 'dessa', 'visita', 'tabare', 'vasquez', 'nao', 'ganha', 'eleicao', 'sindico', 'predio'];'Depois dessa visita o Tabare Vasquez nao ganha eleicao nem para sindico de predio'
yes;['fica', 'ai', 'janete', 'traste', 'inutil', 'destruiu', 'brasil', 'vaca'];'Fica ai Janete traste inutil Destruiu o brasil vaca'
no;['tabare', 'vazquez', 'vc', 'deveria', 'escolher', 'melhor', 'amizades'];'Tabare Vazquez vc deveria escolher melhor suas amizades '
no;['para', 'nao', 'levantar', 'suspeita', 'pedir', 'exilio', 'dono', 'triplex'];'Para nao levantar suspeita foi pedir exilio para o dono do triplex '
no;['lindo', 'ver', 'incompetente', 'cair', 'igual', 'jaca', 'madura'];'foi lindo ver essa incompetente  cair igual Jaca madura '
no;['reuniao', 'ex', 'guerrilheiros', 'sabe', 'la', 'fizeram'];'Reuniao de ex guerrilheiros Sabe la o que fizeram '
no;['temer', 'melhor', 'ta', 'tendo', 'ne', 'pais', 'sexta', 'maior', 'potencia', 'mundo', 'ne'];'o temer e o melhor que ta tendo ne com ele nosso pais e a sexta maior potencia do mundo ne'
yes;['tem', 'cuidar', 'bandida', 'nao', 'venda', 'infirmacoes', 'sensiveis', 'brasil'];'Tem que cuidar para que esta bandida nao venda infirmacoes sensiveis do Brasil'
no;['quem', 'motivos', 'pra', 'fugir', 'sao', 'aparecem', 'constantemente', 'listas', 'lava', 'jato'];'Quem tem motivos pra fugir sao aqueles que aparecem constantemente nas listas da lava jato'
yes;['seus', 'baitola', 'vem', 'fazer', 'mao', 'vou', 'dar', 'murro', 'certeiro', 'nessa', 'cara', 'feia', 'porrrra'];'Seus baitola vem fazer na mao vou dar um Murro certeiro nessa tua cara feia da porrrra'
no;['ta', 'louca', 'davi', 'to', 'afim', 'fazer', 'nada', 'mao', 'nao'];'Ta louca Davi To afim de fazer nada na tua mao nao'
no;['dali', 'pro', 'panama', 'acabar', 'esconder', 'butim'];'Dali ele foi pro Panama para acabar de esconder o butim'
no;['esses', 'atos', 'uruguaios', 'presenca', 'importante', 'tanto', 'quanto', 'preco', 'banana', 'monaco'];'Esses atos uruguaios com a presenca dela e  importante tanto quanto o preco da banana em Monaco'
no;['os', 'petralhas', 'estao', 'arrumando', 'esconderijo'];'OS PETRALHAS ESTAO ARRUMANDO ESCONDERIJO'
